id,nume,prenume,jud_dom,juddom,loc_dom,locdom,ocupatia,profesia,nrcirc,dencirc,tip_camera,tip_formatiune,denumire_formatiune,denumireformatiune,pozitie
5362,VLĂDOIU,ANDRA MIHAELA,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,PROFESOR LIMBA ENGLEZĂ,ECONOMIST,42,MUNICIPIUL BUCUREŞTI,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,14
5363,ICHIM,GHEORGHE,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,ADMINISTRATOR SOCIETATE COMERCIALĂ,ECONOMIST,42,MUNICIPIUL BUCUREŞTI,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,16
5364,MIFTODE,MARIUS - ANDREI,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,ANALIST QA,ECONOMIST,8,BRAŞOV,CD,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),3
5365,MĂRGĂRINT,DOREL-GHEORGHE,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,Manager,Director economic,6,BISTRIŢA-NĂSĂUD,CD,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),4
5366,PISOSCHI,GABRIEL-RĂZVAN,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,PROGRAMATOR,MANAGER ÎN AFACERI,42,MUNICIPIUL BUCUREŞTI,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,29
5367,BALAN,VIŞINEL-COSTEL,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,PREŞEDINTE ASOCIAŢIA  DESENĂM VIITORUL TAU,JURIST,42,MUNICIPIUL BUCUREŞTI,CD,CI,,,
5368,PICOŞ-FĂGĂDARU,IOANA-ALEXANDRA,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,ACTOR,ACTOR,42,MUNICIPIUL BUCUREŞTI,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),37
5369,DUMITRU,ANDREI-ALEXANDRU,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,OPERATOR CALCULATOR,LICENŢIAT SI MASTER ÎN ŞTIINŢE POLITICE,42,MUNICIPIUL BUCUREŞTI,CD,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),37
5370,UDRIȘTE,GHEORGHE,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,DEPUTAT,INGINER,31,PRAHOVA,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,1
5371,PANĂ,GHEORGHE,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,PENSIONAR,STRUNGAR,23,IALOMIŢA,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,2
5372,POP,DĂNUŢ,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,STUDENT,-,42,MUNICIPIUL BUCUREŞTI,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,2
5373,ICHIMESCU,DAN-CRISTIAN,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,OPERATOR DTP,OPERATOR DTP,42,MUNICIPIUL BUCUREŞTI,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),33
5374,FORGO,IRINA-ANCA,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,EVALUATOR DE MEDIU,INGINER GEOLOG,3,ARGEŞ,S,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),4
5375,NEAGOE,MIHAELA,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,CONTABIL,INGINER,32,SATU MARE,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),2
5376,STOCHIȚĂ,RADA,40,MUNICIPIUL BUCUREŞTI,179196,BUCUREŞTI SECTORUL 6,PENSIONAR,CASIER,23,IALOMIŢA,S,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,1
5377,ALEXA,ȘTEFAN,4,BACĂU,20297,MUNICIPIUL BACĂU,PENSIONAR,CONFECȚIONER ÎNCĂLȚĂMINTE,4,BACĂU,CD,P,48,PARTIDUL SOCIALIST ROMÂN (PSR) ,9
5378,ALEXA,CONSTANTIN,4,BACĂU,20297,MUNICIPIUL BACĂU,PENSIONAR,ECONOMIST,4,BACĂU,S,P,48,PARTIDUL SOCIALIST ROMÂN (PSR) ,2
5379,DAVID,COSTINEL,4,BACĂU,20297,MUNICIPIUL BACĂU,ADMINISTRATOR,TEHNICIAN METALURG,4,BACĂU,S,P,48,PARTIDUL SOCIALIST ROMÂN (PSR) ,5
5380,ALEXA,MARIA,4,BACĂU,20297,MUNICIPIUL BACĂU,PENSIONAR,CONFECȚIONER ÎNCĂLȚĂMINTE,4,BACĂU,CD,P,48,PARTIDUL SOCIALIST ROMÂN (PSR) ,5
5381,DOBRESCU,ALEXANDRU,4,BACĂU,20297,MUNICIPIUL BACĂU,PENSIONAR,OFIȚER MARINĂ,4,BACĂU,S,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,2
5382,IRIMIA,OPREA,4,BACĂU,20297,MUNICIPIUL BACĂU,INGINER,INGINER,4,BACĂU,S,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,3
5383,GOARZĂ,MARIUS,4,BACĂU,26289,ZEMEŞ,KINETOTERAPEUT,KINETOTERAPEUT,35,SUCEAVA,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),4
5384,GOARZĂ,DENISA-REBECA,4,BACĂU,26289,ZEMEŞ,STUDENT MEDICINA,STUDENT,35,SUCEAVA,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),6
5385,ENEA,REMUS,4,BACĂU,26289,ZEMEŞ,INGINER CONSTRUCTOR,TEHNICIAN CONSTRUCTOR,24,IAŞI,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),9
5386,CHIRILĂ,RADU IOAN,5,BIHOR,26564,MUNICIPIUL ORADEA,Avocat,Jurist,13,CLUJ,CD,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),10
5387,TANYI,TIBOR,5,BIHOR,27169,ABRĂMUŢ,ZIDAR,MECANIC AUTO,35,SUCEAVA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,13
5388,OLINCA,CONSTANTIN-CRISTIAN,6,BISTRIŢA-NĂSĂUD,32394,MUNICIPIUL BISTRIŢA,Administrator societate comercială,Expert sănătate publică,13,CLUJ,S,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),5
5389,VÉSZI,KINGA,6,BISTRIŢA-NĂSĂUD,34645,ŞIEU,Coordonator transport,Jurist,6,BISTRIŢA-NĂSĂUD,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,3
5390,ZBÂNCA,GHEORGHE,6,BISTRIŢA-NĂSĂUD,34645,ŞIEU,Pensionar,Tehnician,6,BISTRIŢA-NĂSĂUD,S,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,3
5391,REMAN,GHEORGHE,6,BISTRIŢA-NĂSĂUD,34770,ŞIEU-ODORHEI,Viceprimar,Maistru mecanic,6,BISTRIŢA-NĂSĂUD,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,4
5392,OLA,IOAN,6,BISTRIŢA-NĂSĂUD,34903,ŞINTEREAG,PROFESOR INVĂȚĂMÂNT PRIMAR,PROFESOR INVĂȚĂMÂNT PRIMAR,24,IAŞI,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,2
5393,CECLAN-OPREA,CIPRIAN,6,BISTRIŢA-NĂSĂUD,35269,URIU,Director cercetare dezvoltare,Inginer,6,BISTRIŢA-NĂSĂUD,S,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,4
5394,VĂTUI,ELISABETA-GEORGETA,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,PENSIONAR,ÎNVĂȚĂTOR,7,BOTOŞANI,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,3
5395,URSAN,CONSTANTIN,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,TEHNICIAN,TEHNICIAN,7,BOTOŞANI,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,6
5396,NICA,TEREZA,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,ADMINISTRATOR,SPECIALIST IN ȘTIINȚE ADMINISTRATIVE,7,BOTOŞANI,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,2
5397,PĂLEI,ANDREEA-DIANA,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,FĂRĂ OCUPAȚIE,CONSILIER JURIDIC,7,BOTOŞANI,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,3
5398,MOLDOVANU,ALEXANDRA-IULIANA,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,FIZIOKINETOTERAPEUT,FIZIOKINETOTERAPEUT,7,BOTOŞANI,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,6
5399,ZVÎNCĂ,SERGIU,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,ECONOMIST,ECONOMIST,7,BOTOŞANI,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,3
5400,CĂLINESCU,VIOREL,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,OPERATOR TRANSPORT,TEHNICIAN,7,BOTOŞANI,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,4
5401,ACHIȚEI,VASILE-CRISTIAN,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,DIRECTOR,INGINER,7,BOTOŞANI,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,1
5402,ROMAN,CRISTIAN-CONSTANTIN,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,DEPUTAT,INGINER,7,BOTOŞANI,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,2
5403,ALECSANDRU,GABRIEL-AUGUSTIN,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,INGINER,INGINER,7,BOTOŞANI,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,5
5404,COZMINSCHI,EDUARDT,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,PROFESOR DE FIZICA MEDIATOR,LICENȚIAT IN FIZICĂ ȘI DREPT,7,BOTOŞANI,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,6
5405,MAXIM,MARICEL CORNELIU,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,ECONOMIST,ECONOMIST,7,BOTOŞANI,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,7
5406,LEBĂDĂ,RADU,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,DIRECTOR FRANCIZĂ BROKER ASIGURĂRI,ECONOMIST,7,BOTOŞANI,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,8
5407,ȘOPTICĂ,COSTEL,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,DEPUTAT,PROFESOR,7,BOTOŞANI,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,1
5408,AIOANEI,DINU,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,FREELANCER,GEOGRAF,35,SUCEAVA,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),5
5409,GRIGORAȘ,VIOREL,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,SENATOR,INGINER TCM,7,BOTOŞANI,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,2
5410,LUPAȘCU,CĂTĂLINA-CAMELIA,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,PROFESOR PSIHOLOG,PROFESOR,7,BOTOŞANI,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,3
5411,CORNILĂ,SORIN,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,MANAGER FIRMA IT,ECONOMIST,7,BOTOŞANI,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,5
5412,CIOFU,TAMARA-DORINA,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,DEPUTAT,MEDIC PEDIATRU,7,BOTOŞANI,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,1
5413,HUNCĂ,MIHAELA,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,INSPECTOR ȘCOLAR GENERAL,PROFESOR DOCTOR,7,BOTOŞANI,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,2
5414,BUDĂI,MARIUS-CONSTANTIN,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,DIRECTOR EXECUTIV,ECONOMIST,7,BOTOŞANI,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,3
5415,ROTARU,RĂZVAN-ILIE,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,COMISAR ȘEF,LICENȚIAT ÎN DREPT,7,BOTOŞANI,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,4
5416,LUPAȘCU,COSTEL,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,PREȘEDINTE DIRECTOR GENERAL CAS BOTOȘANI,CONSILIER JURIDIC,7,BOTOŞANI,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,5
5417,DELEANU,CONSTANTIN-DAN,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,CONSILIER,ECONOMIST,7,BOTOŞANI,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,8
5418,FEDEROVICI,DOINA-ELENA,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,SENATOR,LICENȚIAT ÎN DREPT,7,BOTOŞANI,S,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,1
5419,TANASĂ,PETRU-ALBERT,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,CONSILIER CONSULTANT JURIDIC,CONSILIER JURIDIC,7,BOTOŞANI,S,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,3
5420,OLARU,CĂTĂLIN-CRISTIAN,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,DIRECTOR GENERAL,LICENȚIAT ÎN FINANȚE-CONTABILITATE,7,BOTOŞANI,S,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,4
5421,NISTOR,CONSTANTIN-CRISTIAN,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,MANAGER PROIECT,INGINER DIPLOMAT,7,BOTOŞANI,S,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,5
5422,APETREI,VALERIU,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,CONSILIER JURIDIC,CONSILIER JURIDIC,7,BOTOŞANI,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,1
5423,MODAN,NADIA-ELENA,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,INGINER,INGINER,7,BOTOŞANI,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,5
5424,BACIU,MIRELA,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,ECONOMIST,ECONOMIST,7,BOTOŞANI,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,7
5425,TEODORESCU,EDUARD-CONSTANTIN,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,INGINER,INGINER,7,BOTOŞANI,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,8
5426,BOLEA,MARIA,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,ECONOMIST,ECONOMIST,7,BOTOŞANI,S,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,1
5427,HOLEICIUC,GENOVEVA-CRISTINA,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,MEDIC,MEDIC,7,BOTOŞANI,S,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,3
5428,DOCTORESCU,DANIEL,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,INGINER,INGINER,7,BOTOŞANI,S,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,4
5429,GHEORGHIU,IULIAN,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,PENSIONAR,OFIȚER,7,BOTOŞANI,S,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,4
5430,FILIP,ALIN-PETRIȘOR,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,ȘEF TRANSPORT,INSTRUCTOR SPORTIV,7,BOTOŞANI,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,3
5431,ANDRICI,ILIE,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,VICEPREȘEDINTE,ZUGRAV,7,BOTOŞANI,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,6
5432,CRĂCIUN,MARIUS-GABRIEL,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,INGINER CONSTRUCȚII,INGINER PROIECTANT,7,BOTOŞANI,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),2
5433,SIMION,VALENTIN,7,BOTOŞANI,35731,MUNICIPIUL BOTOŞANI,CONSILIER SUPERIOR,LICENȚIAT ASISTENȚĂ SOCIALĂ,7,BOTOŞANI,CD,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),1
5434,PLAMADĂ,MARIA,7,BOTOŞANI,36006,MUNICIPIUL DOROHOI,ADMINISTRATOR,CONFECȚIONER,7,BOTOŞANI,S,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,3
5435,IONESCU,DANIEL-CORNELIU,7,BOTOŞANI,36006,MUNICIPIUL DOROHOI,ADMINISTRATOR,JURIST,7,BOTOŞANI,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,1
5436,CHELARU,ALINA,7,BOTOŞANI,36006,MUNICIPIUL DOROHOI,MEDIATOR,ECONOMIST,7,BOTOŞANI,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,2
5437,ANTON,CRISTINA-ELENA,7,BOTOŞANI,36006,MUNICIPIUL DOROHOI,CONSILIER PARLAMENTAR,LICENȚIAT ÎN COMUNICARE ȘI RELAȚII PUBLICE,7,BOTOŞANI,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,6
5438,DĂNILĂ,IOAN-SORIN,7,BOTOŞANI,36006,MUNICIPIUL DOROHOI,MEDIC STOMATOLOG,MEDIC STOMATOLOG,7,BOTOŞANI,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,7
5439,CREȚU,GEOVANE-DĂNUȚ,7,BOTOŞANI,36006,MUNICIPIUL DOROHOI,DIRECTOR COMERCIAL,SUBOFIȚER,7,BOTOŞANI,S,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,5
5440,RUSU,LOREDANA-ELENA,7,BOTOŞANI,36006,MUNICIPIUL DOROHOI,PROFESOR,FILOLOG,7,BOTOŞANI,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),3
5441,CREȚU,MARIAN,7,BOTOŞANI,36006,MUNICIPIUL DOROHOI,LIBER PROFESIONIST,ECONOMIST,7,BOTOŞANI,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),4
5442,IRIMINCIUC-ȘIPUREL,CRISTINA,7,BOTOŞANI,36006,MUNICIPIUL DOROHOI,OPERATOR PC,JURIST,7,BOTOŞANI,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),6
5443,MANOLE,EMANUEL-LUCIAN,7,BOTOŞANI,36006,MUNICIPIUL DOROHOI,ȘEF SECȚIE,LICENȚIAT ÎN ECONOMIE,7,BOTOŞANI,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),7
5444,RUSU,ADRIAN-NICOLAE,7,BOTOŞANI,36006,MUNICIPIUL DOROHOI,ARTIST PLASTIC,ICONOGRAF,7,BOTOŞANI,S,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),1
5445,ALEXANDRESCU,RADU-SORIN,7,BOTOŞANI,36453,ORAŞ BUCECEA,ADMINISTRATOR,ELECTRONIST,7,BOTOŞANI,S,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,2
5446,REBENCIUC,DANIELA ADRIANA,7,BOTOŞANI,37280,ORAŞ FLĂMÂNZI,DIRECTOR EXECUTIV,ECONOMIST,7,BOTOŞANI,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,7
5447,CÎRLIGEANU,CRISTIAN-CONSTANTIN,7,BOTOŞANI,36060,ORAŞ SĂVENI,PROFESOR,PROFESOR,7,BOTOŞANI,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,5
5448,PRICOP,MIHAI-MARIUS,7,BOTOŞANI,36060,ORAŞ SĂVENI,PROFESOR,PROFESOR,7,BOTOŞANI,S,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,5
5449,NECHIFOR,IOAN,7,BOTOŞANI,36300,BĂLUŞENI,PENSIONAR,OFIȚER MAPN,7,BOTOŞANI,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,8
5450,HAUCĂ,PETRU,7,BOTOŞANI,36649,CORDĂRENI,FERMIER,SONDOR PETROL ȘI GAZE,7,BOTOŞANI,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,8
5451,BĂLĂȘANU,CONSTANTIN-CORNELIU,7,BOTOŞANI,37324,FRUMUŞICA,CONTABIL,ECONOMIST,7,BOTOŞANI,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,4
5452,PAVEL,MIHAI,7,BOTOŞANI,38063,MIHAI EMINESCU,ADMINISTRATOR,INGINER,7,BOTOŞANI,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,4
5453,ADĂSCĂLIȚEI,VASILE,7,BOTOŞANI,35839,RĂCHIŢI,PENSIONAR MAPN,OFIȚER SUPERIOR,7,BOTOŞANI,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,5
5454,POPESCU,CORNELIU,7,BOTOŞANI,39051,SULIŢA,SENATOR,PROFESOR,7,BOTOŞANI,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,1
5455,BADALE,LILIANA,7,BOTOŞANI,39417,UNGURENI,PROFESOR DE EDUCAȚIE TEHNOLOGICĂ,INGINER AGRONOM,7,BOTOŞANI,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,5
5456,URSOIU,RADU,8,BRAŞOV,40198,MUNICIPIUL BRAŞOV,ARHITECT,ARHITECT,28,MUREŞ,CD,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),10
5457,ROȘCA,ANCUȚA,8,BRAŞOV,40198,MUNICIPIUL BRAŞOV,REFERENT DE SPECIALITATE,JURIST,15,COVASNA,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,2
5458,DOBREAN,ANDREI-BOGDAN,8,BRAŞOV,40198,MUNICIPIUL BRAŞOV,PREPARATOR MECANIC,INGINER,15,COVASNA,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,6
5459,TÓTH,SÁNDOR,8,BRAŞOV,40438,MUNICIPIUL SĂCELE,ECONOMIST,ECONOMIST,36,TELEORMAN,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,1
5460,SZABÓ,LEVENTE-ÁLMOS,8,BRAŞOV,41701,RACOŞ,PROFESOR,ISTORIC,7,BOTOŞANI,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,1
5461,MICLEA,LUCIAN EUGEN,10,BUZĂU,44818,MUNICIPIUL BUZĂU,FUNCȚIONAR ADMINISTRATIV,CONTABIL,28,MUREŞ,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),6
5462,RADU,CORNEL,10,BUZĂU,44818,MUNICIPIUL BUZĂU,ȘEF COMPARTIMENT,LICENȚIAT ȘTIINTE ADMINISTRATIVE,10,BUZĂU,S,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,1
5463,CONSTANTINESCU,EUGEN-MARIUS,10,BUZĂU,44818,MUNICIPIUL BUZĂU,PENSIONAR,ARHEOLOG,10,BUZĂU,S,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,2
5464,VOICU,NICOLAE,10,BUZĂU,44818,MUNICIPIUL BUZĂU,MANAGER,INGINER FIZICIAN,10,BUZĂU,S,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,3
5465,IAMANDI,MARIUS,10,BUZĂU,44818,MUNICIPIUL BUZĂU,TINICHIGIU,TINICHIGIU VOPSITOR AUTO,10,BUZĂU,S,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,5
5466,DASCĂLU,LEONARD-ANDREI,10,BUZĂU,44818,MUNICIPIUL BUZĂU,REPREZENTANT COMERCIAL,SOCIOLOG,10,BUZĂU,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,5
5467,ANGHEL,ADRIAN EDUARD,10,BUZĂU,44818,MUNICIPIUL BUZĂU,POLIȚIST LOCAL,JURIST,10,BUZĂU,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,7
5468,ROTARU,OANA-MARIA,10,BUZĂU,44818,MUNICIPIUL BUZĂU,ADMINISTRATOR,CONTABIL STATISTICIAN,10,BUZĂU,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,8
5469,IAMANDI,AMALIA-IONELA,10,BUZĂU,44818,MUNICIPIUL BUZĂU,FUNCȚIONAR ECONOMIC,PROFESOR,10,BUZĂU,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,9
5470,POPOIU,FĂNEL,10,BUZĂU,44818,MUNICIPIUL BUZĂU,PENSIONAR,OFIȚER MAPN,10,BUZĂU,S,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,1
5471,ANTONICĂ,CONSTANTIN,10,BUZĂU,44818,MUNICIPIUL BUZĂU,VICEPREȘEDINTE CARMP BUZAU,OFIȚER MAPN,10,BUZĂU,S,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,2
5472,BOTEZ,ILIE,10,BUZĂU,44818,MUNICIPIUL BUZĂU,PENSIONAR,PROFESOR,10,BUZĂU,S,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,3
5473,GURĂU,ELENA,10,BUZĂU,44818,MUNICIPIUL BUZĂU,PENSIONAR,PRESATOR LA RECE,10,BUZĂU,S,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,4
5474,BUGA-SFINTEȘ,VASILICĂ-EDMOND,10,BUZĂU,44818,MUNICIPIUL BUZĂU,PROFESOR,PROFESOR,10,BUZĂU,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,1
